date,sales_revenue
2014-03-26,77024.7
2014-03-27,87514.18000000001
2014-03-28,93916.08
2014-03-29,117650.49
2014-03-30,124223.23
2014-03-31,88910.55
2014-04-01,96288.6
2014-04-02,95336.67
2014-04-03,100332.85
2014-04-04,99729.05
2014-04-05,130015.13
2014-04-06,138972.92
2014-04-07,102170.97
2014-04-08,97335.15
2014-04-09,96807.2
2014-04-10,91180.94
2014-04-11,105318.01
2014-04-12,129735.47
2014-04-13,133641.64
2014-04-14,100789.49
2014-04-15,103086.39
2014-04-16,97582.66
2014-04-17,93141.86
2014-04-18,110277.72
2014-04-19,133475.72
2014-04-20,220576.96
2014-04-21,90942.02
2014-04-22,88319.01
2014-04-23,85888.93000000001
2014-04-24,88049.37
2014-04-25,96174.86
2014-04-26,122726.51
2014-04-27,126735.89
2014-04-28,89362.12
2014-04-29,83844.68000000001
2014-04-30,83868.99
2014-05-01,97001.6
2014-05-02,110038.47
2014-05-03,131130.5
2014-05-04,132802.94
2014-05-05,103866.39
2014-05-06,96271.85
2014-05-07,92379.09
2014-05-08,91008.92
2014-05-09,105102.33
2014-05-10,123264.42
2014-05-11,109848.67
2014-05-12,106588.78
2014-05-13,96494.86
2014-05-14,92944.03
2014-05-15,98030.72
2014-05-16,100920.96
2014-05-17,117850.99
2014-05-18,125455.53
2014-05-19,94784.05
2014-05-20,86580.42
2014-05-21,84866.83
2014-05-22,88275.61
2014-05-23,97655.53
2014-05-24,109838.43000000001
2014-05-25,105176.5
2014-05-26,100995.65
2014-05-27,84471.95
2014-05-28,81881.45
2014-05-29,79964.93000000001
2014-05-30,98339.22
2014-05-31,117114.0
2014-06-01,129673.85
2014-06-02,106476.13
2014-06-03,108237.4
2014-06-04,94968.68000000001
2014-06-05,100267.14
2014-06-06,105516.31
2014-06-07,127453.36
2014-06-08,128571.81
2014-06-09,109436.67
2014-06-10,95818.02
2014-06-11,97363.58
2014-06-12,97583.88
2014-06-13,107753.43000000001
2014-06-14,126365.07
2014-06-15,239490.1
2014-06-16,101207.3
2014-06-17,93719.11
2014-06-18,89381.81
2014-06-19,93788.22
2014-06-20,105095.89
2014-06-21,118615.34
2014-06-22,122216.94
2014-06-23,93652.94
2014-06-24,84826.62
2014-06-25,83374.66
2014-06-26,82934.99
2014-06-27,95019.36
2014-06-28,112287.76
2014-06-29,114098.74
2014-06-30,94375.6
2014-07-01,106332.22
2014-07-02,105217.54000000001
2014-07-03,130101.56
2014-07-04,106488.17
2014-07-05,113354.28
2014-07-06,126298.87
2014-07-07,106208.84
2014-07-08,103248.53
2014-07-09,106183.36
2014-07-10,100312.77
2014-07-11,114105.2
2014-07-12,133329.95
2014-07-13,124939.84
2014-07-14,101471.54000000001
2014-07-15,99753.48
2014-07-16,93020.03
2014-07-17,91137.54
2014-07-18,100767.33
2014-07-19,118889.61
2014-07-20,120936.35
2014-07-21,94082.15
2014-07-22,86998.84
2014-07-23,85977.6
2014-07-24,84253.52
2014-07-25,93108.06
2014-07-26,109609.62
2014-07-27,118750.46
2014-07-28,93586.92
2014-07-29,85736.74
2014-07-30,85316.15
2014-07-31,89807.41
2014-08-01,121290.03
2014-08-02,131454.14
2014-08-03,131917.43
2014-08-04,100029.91
2014-08-05,98909.8
2014-08-06,95917.58
2014-08-07,94402.16
2014-08-08,105177.17
2014-08-09,124172.91
2014-08-10,121403.48
2014-08-11,100093.57
2014-08-12,99162.73
2014-08-13,95785.43000000001
2014-08-14,95080.46
2014-08-15,106070.97
2014-08-16,124102.96
2014-08-17,132448.16
2014-08-18,100880.42
2014-08-19,90313.4
2014-08-20,90602.85
2014-08-21,91595.06
2014-08-22,104528.68000000001
2014-08-23,126619.26
2014-08-24,136646.89
2014-08-25,100198.44
2014-08-26,90226.11
2014-08-27,84276.91
2014-08-28,86502.91
2014-08-29,108047.01
2014-08-30,124025.47
2014-08-31,113717.62
2014-09-01,126328.12
2014-09-02,97582.3
2014-09-03,105199.21
2014-09-04,90592.03
2014-09-05,102031.55
2014-09-06,130746.31
2014-09-07,134513.62
2014-09-08,102573.23
2014-09-09,97603.36
2014-09-10,92950.09
2014-09-11,100843.15
2014-09-12,110879.59
2014-09-13,139489.64
2014-09-14,135263.12
2014-09-15,106799.96
2014-09-16,90009.25
2014-09-17,87925.55
2014-09-18,86467.13
2014-09-19,102884.16
2014-09-20,126171.17
2014-09-21,130875.13
2014-09-22,93440.19
2014-09-23,85666.13
2014-09-24,84655.45
2014-09-25,85692.39
2014-09-26,97685.75
2014-09-27,119319.32
2014-09-28,126838.85
2014-09-29,93055.22
2014-09-30,89194.64
2014-10-01,103855.94
2014-10-02,101171.11
2014-10-03,122473.61
2014-10-04,140676.87
2014-10-05,147665.59
2014-10-06,112487.3
2014-10-07,100347.47
2014-10-08,99152.45
2014-10-09,101025.66
2014-10-10,105180.08
2014-10-11,135956.59
2014-10-12,145531.52
2014-10-13,103692.57
2014-10-14,99248.25
2014-10-15,103345.83
2014-10-16,92675.66
2014-10-17,103065.25
2014-10-18,132795.96
2014-10-19,134735.16
2014-10-20,99993.07
2014-10-21,90011.63
2014-10-22,85476.62
2014-10-23,87259.0
2014-10-24,99310.74
2014-10-25,123654.99
2014-10-26,126245.14
2014-10-27,95533.92
2014-10-28,85353.64
2014-10-29,83512.34
2014-10-30,91554.9
2014-10-31,99272.47
2014-11-01,137201.48
2014-11-02,144262.74
2014-11-03,117673.47
2014-11-04,97257.73
2014-11-05,93836.06
2014-11-06,102210.46
2014-11-07,105916.84
2014-11-08,137285.22
2014-11-09,144849.74
2014-11-10,104484.02
2014-11-11,98083.12
2014-11-12,90494.93000000001
2014-11-13,86971.17
2014-11-14,102727.65
2014-11-15,134778.22
2014-11-16,136646.12
2014-11-17,99438.75
2014-11-18,87329.05
2014-11-19,86050.46
2014-11-20,85721.91
2014-11-21,100418.04000000001
2014-11-22,129985.23
2014-11-23,125730.69
2014-11-24,96134.16
2014-11-25,95506.63
2014-11-26,108912.99
2014-11-27,62226.45
2014-11-28,80040.23
2014-11-29,104672.49
2014-11-30,110097.89
2014-12-01,104445.34
2014-12-02,93644.75
2014-12-03,100182.59
2014-12-04,97799.22
2014-12-05,114369.39
2014-12-06,134196.84
2014-12-07,135042.04
2014-12-08,102062.25
2014-12-09,98257.53
2014-12-10,98037.8
2014-12-11,80146.13
2014-12-12,103606.47
2014-12-13,125213.8
2014-12-14,135110.93
2014-12-15,106547.68000000001
2014-12-16,91836.4
2014-12-17,93689.91
2014-12-18,100046.29000000001
2014-12-19,92852.38
2014-12-20,122475.08
2014-12-21,119613.33
2014-12-22,103582.14
2014-12-23,105444.57
2014-12-24,90657.6
2014-12-25,37.86
2014-12-26,104277.53
2014-12-27,101517.23
2014-12-28,100642.1
2014-12-29,93173.4
2014-12-30,94000.13
2014-12-31,106198.26
2015-01-01,82419.48
2015-01-02,122565.7
2015-01-03,127966.49
2015-01-04,122497.18000000001
2015-01-05,108402.43000000001
2015-01-06,99472.1
2015-01-07,89744.46
2015-01-08,89985.51
2015-01-09,105474.73
2015-01-10,136557.12
2015-01-11,138496.57
2015-01-12,105880.86
2015-01-13,90534.8
2015-01-14,92767.01
2015-01-15,100707.37
2015-01-16,104807.43000000001
2015-01-17,136484.9
2015-01-18,126685.92
2015-01-19,106383.93000000001
2015-01-20,87147.14
2015-01-21,85618.24
2015-01-22,77256.45
2015-01-23,95199.7
2015-01-24,125985.04000000001
2015-01-25,127043.37
2015-01-26,90828.97
2015-01-27,82571.75
2015-01-28,82062.18000000001
2015-01-29,83845.1
2015-01-30,112909.03
2015-01-31,150369.96
2015-02-01,120588.48
2015-02-02,104233.54000000001
2015-02-03,110864.14
2015-02-04,101687.19
2015-02-05,102668.23
2015-02-06,107277.63
2015-02-07,151816.4
2015-02-08,152700.4
2015-02-09,117613.12
2015-02-10,108126.74
2015-02-11,108078.75
2015-02-12,115708.22
2015-02-13,112409.14
2015-02-14,128469.93000000001
2015-02-15,140256.16
2015-02-16,116163.08
2015-02-17,96497.11
2015-02-18,87432.65
2015-02-19,90275.14
2015-02-20,103152.04000000001
2015-02-21,132141.43
2015-02-22,136822.14
2015-02-23,99071.14
2015-02-24,92196.4
2015-02-25,90718.38
2015-02-26,92121.69
2015-02-27,105107.9
2015-02-28,138673.03
2015-03-01,148438.88
2015-03-02,113829.35
2015-03-03,108002.02
2015-03-04,100027.83
2015-03-05,102463.25
2015-03-06,112089.71
2015-03-07,140162.25
2015-03-08,149977.06
2015-03-09,113439.82
2015-03-10,106317.54000000001
2015-03-11,103024.56
2015-03-12,106397.23
2015-03-13,112677.56
2015-03-14,137480.59
2015-03-15,152567.56
2015-03-16,110998.5
2015-03-17,98187.4
2015-03-18,93405.82
2015-03-19,92319.07
2015-03-20,103131.61
2015-03-21,131102.49
2015-03-22,140114.22
2015-03-23,102645.27
2015-03-24,83677.31
2015-03-25,101850.25
2015-03-26,92770.11
2015-03-27,100537.37
2015-03-28,129264.21
2015-03-29,132964.1
2015-03-30,98970.3
2015-03-31,96062.0
2015-04-01,108987.88
2015-04-02,102289.04000000001
2015-04-03,132751.01
2015-04-04,147209.15
2015-04-05,133510.81
2015-04-06,115675.68000000001
2015-04-07,106346.04000000001
2015-04-08,107403.58
2015-04-09,107586.05
2015-04-10,114582.66
2015-04-11,140711.93
2015-04-12,150877.68
2015-04-13,108344.86
2015-04-14,102896.92
2015-04-15,106913.88
2015-04-16,98373.49
2015-04-17,103030.58
2015-04-18,132625.89
